Name,Code,Type,Unit,Description,Manufacturer,Sales Tax,PurchaseTax,StripSize,Scheduled,Strength,Category,Molecule,Mrp,Selling Price,Avg Item Cost,Stock Value@ Cost,Offer
TELEKAST F TAB,,,10'S,,MANKIND PHARMA LTD,,5,1,,,,,39.6,36.6,1,0,
TELEKAST L TAB,,,10'S,,MANKIND PHARMA LTD,,5,57,,,,,70,67,1,0,
TELEKAST- L KID TAB,,,10'S,,MANKIND PHARMA LTD,,5,57,,,,,35,32,1,0,
TELEKAST-10MG TAB,,,10'S,,MANKIND PHARMA LTD,,5,48,,,,,66,63,1,0,
TELEKAST-4MG TAB(CHEWABLE),,,10'S,,MANKIND PHARMA LTD,,5,48,,,,,37.4,34.4,1,0,
TELLZY AM TAB(40+5),,,10'S,,MEDLEY PHARMACEUTICALS LIMITED,,5,62,,,,,93,90,1,0,
TERLIFORCE IOML INJ,,,10'S,,MERCK LIMITED,,5,25,,,,,144,141,1,0,
TEROL LA -2MG CAP,,,10'S,,MERCK LIMITED,,5,25,,,,,85,82,1,0,
TETANUS VACCINES 0.5ML(ABHAY TOX),,,10'S,,MERCK LIMITED,,5,25,,,,,22.96,19.96,1,0,
THORACO LUMBAR APPLIANCES-L,,,10'S,,MERCURY LABORATORIES LIMITED,,5,68,,,,,17.01,14.01,1,0,
THROBEXT TAB,,,10'S,,MERCURY LABORATORIES LIMITED,,5,68,,,,,148.8,145.8,1,0,
THUMP SPICA SPLINT,,,10'S,,MERCURY LABORATORIES LIMITED,,5,68,,,,,35,32,1,0,Buy 5 get 1
THYRONORM 75MCG TAB,,,10'S,,MERCURY LABORATORIES LIMITED,,5,68,,,,,25.7,22.7,1,0,Buy 5 get 1
TICSTOP 25MG TAB,,,10'S,,MERCURY LABORATORIES LIMITED,,5,68,,,,,45.15,42.15,1,0,Buy 5 get 1
TONOFERON DROPS 15ML,,,10'S,,MEYER,,5,62,,,,,140,137,1,0,Buy 5 get 1
TOPAZ 100mg TAB,,,10'S,,MEYER,,5,7,,,,,80,77,1,0,
TORVATE CHRONO 500MG TAB,,,10'S,,MICRO LABS LTD (INDIA),,5,1,,,,,118,115,1,0,
TRANCODOL DT-1.5MG TAB,,,10'S,,MICRO LABS LTD (INDIA),,5,1,,,,,35,32,1,0,
TRANCODOL DT-10MG TAB,,,10'S,,MICRO LABS LTD (INDIA),,5,1,,,,,64,61,1,0,
TRANCODOL DT-5MG TAB,,,10'S,,MICRO LABS LTD (INDIA),,5,1,,,,,27.8,24.8,1,0,
TRANLOK 500MG TAB,,,10'S,,MICRO LABS LTD (INDIA),,5,1,,,,,7.72,4.72,1,0,
TRANLOK M TAB,,,10'S,,MICRO LABS LTD (INDIA),,5,1,,,,,70.66,67.66,1,0,
TRENAXA INJ,,,10'S,,MICRO LABS LTD (INDIA),,5,1,,,,,31.89,28.89,1,0,
TRENTAL 400 TAB,,,10'S,,MICRO LABS LTD (INDIA),,5,1,,,,,61.8,58.8,1,0,
TRIMETADAY 1MG TAB,,,10'S,,MICRO LABS LTD (INDIA),,5,73,,,,,216,213,1,0,
TRIMETADAY V2 TAB,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,35.83,32.83,1,0,Buy 5 get 1
TRINICALM PLUS TAB,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,90,,,,,132.68,129.68,1,0,Buy 5 get 1
TRIOHALE INHALER,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,70.34,67.34,1,0,Buy 5 get 1
TRIPLE A CAL CAP,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,33.08,30.08,1,0,Buy 5 get 1
TROPICAMET PLUS EYE DROPS 5ML,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,31.4,28.4,1,0,Buy 5 get 1
TROPINE INJ 1ML,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,59,56,1,0,Buy 5 get 1
TYPLIN-25MG.TAB,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,46.8,43.8,1,0,
ULGEL A LIQ 170ML,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,76.14,73.14,1,0,
UNDERPAD( FINE CARE),,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,42.25,39.25,1,0,
UNDERPAD(FRIENDS),,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,38.64,35.64,1,0,
UNOTAZ 4.5G INJ,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,35,32,1,0,
URIMAX 0.2 MG CAP,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,65,62,1,0,
URIMAX-0.4MG CAPS,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,45,42,1,0,
URIMAX-D TAB,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,45.61,42.61,1,0,
URIX 2ML INJ,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,68.69,65.69,1,0,
UROMETER,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,42.2,39.2,1,0,
URSOCOL 150mg TAB,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,63.04,60.04,1,0,
VALPARIN 200 SYP-100ML,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,67.2,64.2,1,0,
VALTEC CR 200MG TAB,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,58.6,55.6,1,0,
VALTEC CR 500 MG TAB,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,431.18,428.18,1,0,
VALTOVAL 1GM TAB,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,90,,,,,168.02,165.02,1,0,Buy 5 get 1
VANTOX-CP INJECTION,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,90,,,,,19.08,16.08,1,0,Buy 5 get 1
VARICOSE VEIN STOCKINGS BELOW KNEE-S(COMPREZON),,,10'S,,PIRAMAL HEALTHCARE LTD,,5,90,,,,,18.91,15.91,1,0,Buy 5 get 1
VASOCON IMG INJ IML,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,90,,,,,150,147,1,0,Buy 5 get 1
VAXIGRIP SH 0.5ML VACCINE,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,90,,,,,86,83,1,0,Buy 5 get 1
VELOZ-L CAP,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,53,,,,,49.4,46.4,1,0,Buy 5 get 1
VENTAB DXT 25MG TAB,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,90,,,,,75.03,72.03,1,0,Buy 5 get 1
VENTAB DXT-50MG TAB,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,90,,,,,48.47,45.47,1,0,Buy 5 get 1
VENUSIA MAX CREAM 150GM,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,90,,,,,138,135,1,0,Buy 5 get 1
VIMINTA TAB,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,48.99,45.99,1,0,
VISYNERAL ZINC DROPS 15ML,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,84.13,81.13,1,0,
VIT D CAL TAB,,,10'S,,RANBAXY LABORATORIES LTD,,5,1,,,,,76.5,73.5,1,0,
VIZYLAC CAP,,,10'S,,REXCIN PHARMACEUTICALS PVT LTD,,5,62,,,,,57,54,1,0,
VOGLASE-0.2 MG TAB,,,10'S,,ROCHE DIAGNOSTICS,,5,1,,,,,125,122,1,0,
WELSET 500MG TAB,,,10'S,,SERDIA PHARMACEUTICALS (INDIA) LTD,,5,45,,,,,139,136,1,0,
WELSET-650MG TAB,,,10'S,,SERDIA PHARMACEUTICALS (INDIA) LTD,,5,45,,,,,95,92,1,0,
WIKORYL SYP,,,10'S,,SERDIA PHARMACEUTICALS (INDIA) LTD,,5,45,,,,,89.89,86.89,1,0,
WIKORYL TAB,,,10'S,,SERDIA PHARMACEUTICALS (INDIA) LTD,,5,45,,,,,95,92,1,0,
WOMIBAN SUSP-10ML,,,10'S,,SERDIA PHARMACEUTICALS (INDIA) LTD,,5,45,,,,,210,207,1,0,
XSTAN-AM (40+5) TAB,,,10'S,,SHIELD,,14.5,48,,,,,100,97,1,0,Buy 5 get 1
XSTAN-H TAB,,,10'S,,SHIELD,,14.5,48,,,,,105,102,1,0,Buy 5 get 1
XTRAGLO TAB,,,10'S,,SHREYA LIFE SCIENCES PVT LTD,,14.5,,,,,,17.35,14.35,1,0,Buy 5 get 1
ZAPIZ-0.5MG TAB,,,10'S,,SHREYA LIFE SCIENCES PVT LTD,,14.5,10,,,,,18.68,15.68,1,0,
ZAPIZ-1MG TAB,,,10'S,,SHREYA LIFE SCIENCES PVT LTD,,14.5,10,,,,,19.55,16.55,1,0,
ZEEBEE ALU -400MG TAB,,,10'S,,SIDMARK LAB (INDIA) PVT LTD,,14.5,56,,,,,29.11,26.11,1,0,
ZEMPRED 16mg TAB,,,10'S,,SIDMARK LAB (INDIA) PVT LTD,,5,56,,,,,28.64,25.64,1,0,
ZEMPRED 8mg TAB,,,10'S,,SKN ORGANICS (P) LTD,,5,55,,,,,25,22,1,0,
ZEROSTAT VT SPACER,,,10'S,,SKN ORGANICS (P) LTD,,5,55,,,,,27.5,24.5,1,0,
ZEROTUSS SYP 60ML,,,10'S,,SKN ORGANICS (P) LTD,,5,55,,,,,35,32,1,0,
ZINCOLD TAB,,,10'S,,SKN ORGANICS (P) LTD,,5,55,,,,,27.5,24.5,1,0,
ZINCOVIT SYP-200ML,,,10'S,,SKN ORGANICS (P) LTD,,5,55,,,,,39,36,1,0,
ZINCOVIT TAB,,,10'S,,SKN ORGANICS (P) LTD,,5,55,,,,,40,37,1,0,
ZITA MET 50/500MG TAB,,,10'S,,SKN ORGANICS (P) LTD,,5,55,,,,,10,7,1,0,
ZOSERT 100MG TAB,,,10'S,,SOLVAY PHARMA INDIA PVT LTD,,5,1,,,,,96,93,1,0,
ZOSERT 25MG TAB,,,10'S,,SOLVAY PHARMA INDIA PVT LTD,,5,1,,,,,180,177,1,0,
ZOSERT 50MG TAB,,,10'S,,SOLVAY PHARMA INDIA PVT LTD,,5,,,,,,38.45,35.45,1,0,
ZOXCLAV 1.2GM INJ,,,10'S,,SOLVAY PHARMA INDIA PVT LTD,,5,1,,,,,78,75,1,0,
ZURICAB 0.5G TAB,,,10'S,,SOLVAY PHARMA INDIA PVT LTD,,5,1,,,,,41.5,38.5,1,0,
ZYMOGESIC TAB,,,10'S,,SOLVAY PHARMA INDIA PVT LTD,,5,1,,,,,69,66,1,0,Buy 5 get 1
ZYTEE GEL-10ML,,,10'S,,SOLVAY PHARMA INDIA PVT LTD,,5,1,,,,,112,109,1,0,Buy 5 get 1
ZYVEN OD PLUS 100MG TAB,,,10'S,,STEDMAN PHARMACEUTICALS PVT LTD,,5,78,,,,,56.1,53.1,1,0,Buy 5 get 1
ZYVEN OD PLUS 50MG TAB,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,69,,,,,51,48,1,0,Buy 5 get 1
CALCIMAX +  SUSP.200 ML,,,10*1ML,,GERMAN REMEDIES,,5,1,,,,,135,132,1,0,
E.T.TUBE 8.0 CUFF(ROMSONS),,,10*1ML,,RANBAXY LABORATORIES LTD,,5,1,,,,,205,202,1,0,
SALBAIR-I TRANSPULES,,,10*2 ML,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,38.74,32.5,1,0,Buy 5 get 1
SEDASE 10MG,,,10*2 ML,,AVENTIES PASTUER INDIA LTD,,14.5,62,,,,,32.78,29.78,1,0,Buy 5 get 1
CALCIMAX 500MG TAB,,,10*2ML,,GERMAN REMEDIES,,5,1,,,,,43.5,40.5,1,0,
WOSULIN N 40IU 10ML,,,10*5 ML,,SERUM INSTITUTE OF INDIA LTD,,5,62,,,,,108,105,1,0,Buy 5 get 1
RHINASE NASAL DROPS 10ML,,,10*8'S,,RECKITT & BENCKISER (INDIA) LTD,,5,62,,,,,16,13,1,0,Buy 5 get 1
CEFBACT 1GM INJ,,,10`S,,GLAXO ENTRO PLUS TEAM I,,5,1,,,,,84,81,1,0,
MYKETO LOTION 60ML,,,100 GM,,Dr.REDDY's LABORATORIES LTD,,5,54,,,,,73.5,56,52.08,312.48,
NEBULIZER MASK ADULT,,,100 GM,,Dr.REDDY's LABORATORIES LTD,,5,54,,,,,88,67.73,62.58,625.82,
NEO DROL 500MG INJ,,,100 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,95.5,68.38,57.67,346,
NS 100ML (BAXTER),,,100 GM,,ICPA HEALTH PRODUCTS LTD,,5,56,,,,,52.6,49.6,1,0,
PEVESCA PLUS CAPS,,,100 GM,,MANKIND PHARMA LTD,,5,37,,,,,70,67,1,0,
PROVANOL 20MG TAB,,,100 GM,,FDC LIMITED,,5,69,,,,,80,61.58,50.99,152.96,
STILOZ-50MG TAB,,,100 GM,,FDC LIMITED,,5,69,,,,,28,25,1,0,Buy 5 get 1
STONE-1 B6 TAB,,,100 GM,,FDC LIMITED,,5,57,,,,,28,25,1,0,Buy 5 get 1
TRULAX TAB,,,100 GM,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,75.6,72.6,1,0,Buy 5 get 1
ALFOO 10MG TAB,,,100 ML,,GLAXO TEAM 6,,5,1,,,,,15.75,12.44,11.44,80.1,
ANGICAM BETA TAB,,,100 ML,,MANKIND PHARMA LTD,,14.5,37,,,,,57,43.43,33.66,370.24,
BANOCIDE FORTE TAB,,,100 ML,,ABBOTT INDIA LTD,,14.5,25,,,,,83.5,75,1,0,Buy 5 get 1
BAROLIV SYP 100ml,,,100 ml,,ALBERT DAVID LIMITED,,5,68,,,,,113.5,100,1,0,Buy 10 get 1
BENITEC- A  TAB,,,100 ML,,ANGLO FRENCH DRUGS & INDUSTRIES,,5,10,,,,,72.2,71,1,0,
BESTOFLOX 200MG,,,100 ML,,ARISTO PHARMACEUTICALS LTD,,5,25,,,,,16.14,12.5,1,0,Buy 5 get 1
CEFOPROX CV 325MG TAB,,,100 ML,,GLAXO ENTRO PLUS TEAM I,,5,53,,,,,64.6,61.6,1,0,
CETZINE-A TAB,,,100 ML,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,1,,,,,31.5,28.5,1,0,
CILACAR-10 MG TAB,,,100 ML,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,1,,,,,46,43,1,0,
CITROK 500MG TAB,,,100 ML,,GLAXO TEAM 4,,5,1,,,,,49.5,46.5,1,0,
DILOSYN EXPT-100ML,,,100 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,59.5,56.5,1,0,
DIPT-SR TAB.,,,100 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,310,307,1,0,
DNS 500ML(BAXTER),,,100 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,150,147,1,0,Buy 5 get 1
ESPAZINE 5MG TAB,,,100 ML,,TABLETS (INDIA) LIMITED,,14.5,70,,,,,59.9,56.9,1,0,
ETRIK-90MG TAB,,,100 ML,,TABLETS (INDIA) LIMITED,,14.5,30,,,,,62,59,1,0,Buy 5 get 1
GLUCORED TAB,,,100 ML,,UCB INDIA PVT LTD,,5,1,,,,,179.27,176.27,1,0,Buy 5 get 1
GLYCIPHAGE G2 TABLET,,,100 ML,,UCB INDIA PVT LTD,,5,1,,,,,45.5,42.5,1,0,Buy 5 get 1
HARD CERVICAL COLLER L (DYNA),,,100 ML,,WALTER BUSHNELL,,5,48,,,,,72,69,1,0,
HEMSYL-500MG TAB,,,100 ML,,WARREN,,5,69,,,,,47.45,44.45,1,0,
LYSATONE LIQUID 300ML,,,100 ML,,CENTAUR PHARMACEUTICALS PVT LTD,,5,53,,,,,62.48,48.1,42.94,944.76,
MALE EXTERNAL CATHETER-M,,,100 ML,,RANBAXY LABORATORIES LTD,,5,53,,,,,64,48.76,40.31,443.39,
MEGA CV 300MG INJ,,,100 ML,,ARIEN LABS,,5,96,,,,,62,50.84,41.6,1830.24,
MELMET-1000 SR,,,100 ML,,TABLETS (INDIA) LIMITED,,14.5,80,,,,,67.7,51.58,42.67,1408.13,
METROGYL SUSPENSION,,,100 ML,,FRANCO INDIAN  I,,14.5,45,,,,,67.41,51.89,43.87,43.87,
MICROMAX 500 INJ,,,100 ML,,NICHOLAS PIRAMAL INDIA LTD,,5,45,,,,,69.2,52.72,44.12,838.25,
MONOCEF-500MG INJ,,,100 ML,,PFIZER LIMITED,,5,45,,,,,70,53.9,47.6,1094.9,Buy 10 get 1
MOX REDIMIX SYP 250MG-60ML,,,100 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,71.5,54.48,46.78,46.78,
NUTRADYN FORTE TAB.,,,100 ML,,INDOCO REMEDIES LTD,,5,45,,,,,32.97,29.97,1,0,
RESISTAND BAND GREEN,,,100 ML,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,62.1,59.1,1,0,
RIFAGUT 400MG TAB,,,100 ML,,ZANDRA,,14.5,71,,,,,75,72,1,0,
RYLES Bottles 10 (ROMSON),,,100 ML,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,51,49.3,1,0,Buy 5 get 1
STUGERON-25MG TAB,,,100 ML,,FDC LIMITED,,5,69,,,,,16.15,13.15,1,0,Buy 5 get 1
THEO ASTHALIN TAB,,,100 ML,,MERCK LIMITED,,5,25,,,,,39.8,36.8,1,0,
TRIOBLOC CREAM 20GM,,,100 ML,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,63.7,60.7,1,0,Buy 5 get 1
VALIUM 10MG TAB.,,,100 ML,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,96.28,93.28,1,0,
WYSOLONE 20MG TAB,,,100 ML,,SHALAKS PHARMACEUTICALS PVT LTD,,5,68,,,,,55,52,1,0,Buy 5 get 1
XYLOMIST (PAED) NASAL DROPS,,,100 ML,,SHREYA LIFE SCIENCES PVT LTD,,14.5,10,,,,,59,56,1,0,Buy 5 get 1
MECONERV 500MCG INJ,,,100'S,,ZYDUS WELLNESS,,5,25,,,,,65,50.33,46.81,2434.12,
MOZEP-2MG TAB,,,100'S,,GLAXO ASCLEPIUS TEAM III,,5,1,,,,,69.03,54.78,50.95,254.75,
NITROX XL 2.6mg TAB,,,100'S,,HIMALAYA,,5,53,,,,,80,77,1,0,Buy 5 get 1
GLIMADAY HS TAB,,,100GM,,TTK HEALCARE LIMITED,,5,66,,,,,35,32,1,0,
GLIMERIN 1MG TAB,,,100GM,,TTK HEALCARE LIMITED,,5,66,,,,,35,32,1,0,Buy 5 get 1
GLIMERIN 2MG TAB,,,100GM,,TTK HEALCARE LIMITED,,5,66,,,,,35,32,1,0,Buy 5 get 1
BABY DIAPER-M(HONEY BABY),,,100ML,,CIPLA LTD,,5,45,,,,,15.75,12.75,1,0,
BIOTIMIK TAB,,,100ML,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,30.7,29.5,1,0,Buy 5 get 1
CALCIMAX FORTE TAB,,,100ML,,GERMAN REMEDIES,,5,1,,,,,14.65,11.65,1,0,
DUOLIN RESPULES 2.5ML,,,100ML,,RANBAXY LABORATORIES LTD,,5,1,,,,,54.2,51.2,1,0,
G-DRESS SURGIWEAR 10(8.5*6CM),,,100ML,,TORRENT PHARMACEUTICALS LTD,,5,53,,,,,64.5,61.5,1,0,
THORACO LUMBAR APPLIANCE-XL,,,100ML,,MERCK LIMITED,,5,53,,,,,22.83,19.83,1,0,
ZEROSTAT SPACER,,,100ML,,SKN ORGANICS (P) LTD,,5,55,,,,,40,37,1,0,
LIV-52 TAB,,,101 ML,,ALEMBIC CHEMICAL WORKS CO LTD,,5,46,,,,,60.1,46.03,38.28,187.42,Buy 10 get 1
R-RD CAPS.,,,101 ML,,ALEMBIC CHEMICAL WORKS CO LTD,,5,46,,,,,60.1,46.03,38.28,112.85,Buy 10 get 1
IDROFOS 150MG TAB,,,101'S,,ABBOTT INDIA LTD,,5,26,,,,,165,162,2,1,
ILLOSURE 4mg TAB,,,101'S,,ABBOTT INDIA LTD,,5,26,,,,,121,118,2,1,
NASIVION MIN1 0.01% 10ML,,,101'S,,ALARSIN,,5,63,,,,,89,67.3,62.66,247.64,
LOPRESOR-XL-50MG TAB,,,101ML,,ALEMBIC CHEMICAL WORKS CO LTD,,5,46,,,,,61.75,47.29,39.33,230.97,
CABOPROST 250mg INJ,,,10GM,,GENO PHARMACEUTICALS LTD,,5,53,,,,,40,37,1,0,
DUOLIN INHALER 200MDS,,,10ML,,RANBAXY LABORATORIES LTD,,5,1,,,,,20.8,17.8,1,0,
E.T.Bottles 8.0 CUFF(ROMSONS),,,10ML,,RANBAXY LABORATORIES LTD,,5,25,,,,,123.32,120.32,1,0,
E.T.Bottles 8.5 CUFF (RMS),,,10ML,,RANBAXY LABORATORIES LTD,,5,25,,,,,121.76,118.76,1,0,
E.T.TUBE 7 CUFF(RMS),,,10ML,,RANBAXY LABORATORIES LTD,,5,25,,,,,118.56,115.56,1,0,
EPTOIN-100MCG TAB,,,10ml,,SUNWAYS INDIA PVT LTD,,14.5,68,,,,,69,66,1,0,
LIQUIN LIQUID 100ML,,,10ML,,MERCK LIMITED,,5,25,,,,,58,44.19,35.68,1962.31,
RIFAGUT 200MG TAB,,,10ML,,WOCKHARDT LIMITED,,5,37,,,,,140.52,137.52,1,0,
ROSCAD 5 MG TAB,,,10ML,,ALLERGAN INDIA LTD,,5,57,,,,,148.95,140,1,0,
ROSEDAY 10MG TAB,,,10ML,,ALLERGAN INDIA LTD,,5,57,,,,,164.11,158.5,1,0,
AMPILOX DS TAB,,,11 ML,,ALKEM LABORATORIES LTD,,5,2,,,,,47,36.42,33.94,330.4,
INFANT FEEDING TUBE 6(ROMSON),,,11 ML,,ALBERT DAVID LIMITED,,5,70,,,,,19.9,16.9,2,1,Buy 5 get 1
LAMETEC 50DT TAB,,,11 ML,,ALEMBIC CHEMICAL WORKS CO LTD,,5,46,,,,,36.55,26.54,22.36,65.07,Buy 5 get 1
ALDACTONE 25MG TAB,,,11'S,,ABBOTT INDIA LTD,,5,54,,,,,33.24,30.24,2,1,Buy 5 get 1
ALDACTONE 50MG TAB,,,11'S,,ALEMBIC CHEMICAL WORKS CO LTD,,5,54,,,,,40,37,2,1,
HP KIT TAB,,,11'S,,ABBOTT INDIA LTD,,5,26,,,,,117,114,2,1,Buy 5 get 1
HUMAN ACTRAPID-40IU INSULIN,,,11'S,,ABBOTT INDIA LTD,,5,26,,,,,156,153,2,1,Buy 5 get 1
HUMINSULIN-30/70  40IU,,,11'S,,ABBOTT INDIA LTD,,5,46,,,,,108.5,105.5,2,1,Buy 5 get 1
IBUGESIC  SUSP 60 ML,,,11'S,,ABBOTT INDIA LTD,,5,26,,,,,70.5,67.5,2,1,
IBUGESIC PLUS TAB,,,11'S,,ABBOTT INDIA LTD,,5,26,,,,,79,76,2,1,
IMAX-S INJ 100MG/5ML,,,11'S,,ACME FORMULATIONS PVT LTD,,5,74,,,,,12.35,9.35,2,1,
INFANT FEEDING Bottles 5 (ROMSON),,,11'S,,AJANTA PHARMA LTD,,5,2,,,,,43.5,40.5,2,1,
INFANT FEEDING Bottles 6 (ROMSON),,,11'S,,AJANTA PHARMA LTD,,5,2,,,,,116,113,2,1,
INFANT FEEDING Bottles 7 (ROMSON),,,11'S,,AJANTA PHARMA LTD,,5,2,,,,,40.14,37.14,2,1,
INFANT FEEDING Bottles 8 (ROMSON),,,11'S,,AKUMS DRUGS & PHARMACEUTICALS LTD,,5,46,,,,,60.62,57.62,2,1,
INFANT FEEDING TUBE 7(ROMSON),,,11'S,,ALBERT DAVID LIMITED,,5,70,,,,,78.15,75.15,2,1,Buy 5 get 1
INFANT FEEDING TUBE 8(ROMSON),,,11'S,,ALBERT DAVID LIMITED,,5,70,,,,,41.5,38.5,2,1,Buy 5 get 1
INJEK 1MG 0.5ML INJ,,,11'S,,ALEMBIC CHEMICAL WORKS CO LTD,,5,46,,,,,150,147,2,1,Buy 5 get 1
INTASAM 200MG TAB,,,11'S,,ALKEM LABORATORIES LTD,,5,2,,,,,126.5,123.5,2,1,
IPRAVENT RES/ SOL 15ML,,,11'S,,ALKEM LABORATORIES LTD,,5,2,,,,,22.95,19.95,2,1,
IREX TAB,,,11'S,,ALKEM LABORATORIES LTD,,5,2,,,,,241.5,238.5,2,1,Buy 5 get 1
IV CANULA 18 -INTRAFLON(RMS),,,11'S,,ABBOTT INDIA LTD,,5,54,,,,,57,54,2,1,
MIKASTAR 100MG INJ 2ML,,,11'S,,ABBOTT INDIA LTD,,5,26,,,,,69,52.81,48.67,144.01,
MIKASTAR 250MG INJ 2ML,,,11'S,,ABBOTT INDIA LTD,,5,26,,,,,69,52.81,48.67,144.01,
MONPAMIL 2ML INJ,,,11'S,,ABBOTT INDIA LTD,,5,26,,,,,71,54.33,50.06,148.18,
MONTAIR-FX TAB,,,11'S,,ABBOTT INDIA LTD,,5,26,,,,,71,54.33,50.06,148.18,
NEEDLE 18 (DISPOVAN),,,11'S,,ALKEM LABORATORIES LTD,,5,46,,,,,88,67.98,52.91,675.82,
REVOCON 25MG TAB.,,,11'S,,ABBOTT INDIA LTD,,5,26,,,,,156,153,2,1,
ETILAAM-0.5MG TAB,,,110 ML,,TABLETS (INDIA) LIMITED,,14.5,1,,,,,77.85,74.85,1,0,Buy 5 get 1
ORS (BIOTRAL) SACHET 21.8GM,,,110ML,,MANKIND PHARMA LTD,,5,1,,,,,49.39,46.39,1,0,Buy 5 get 1
ASTHALIN RESPULES 2.5ML,,,115GM,,HIMALAYA,,5,78,,,,,35,32,1,0,Buy 5 get 1
INFANT MASK,,,11ML,,ALCON LABORATORIES (INDIA) PVT LTD,,5,2,,,,,298,295,2,1,Buy 5 get 1
DROXYL 500mg TAB,,,12 GM,,RANBAXY LABORATORIES LTD,,5,1,,,,,44,41,1,0,
ATORFIT CV 10 CAP,,,12'S,,HIMALAYA,,5,78,,,,,30,27,1,0,Buy 5 get 1
TORVATE CHRONO 300MG TAB,,,12'S,,MEYER ORGANICS LTD,,5,7,,,,,165,162,1,0,
ABZORB POWDER 100GM,,,120 ML,,ELDER ADEVENTS,,14.5,1,,,,,73.7,70.7,1,0,
COLICAID EZ DROPS,,,120 ML,,GLAXO TEAM 6,,5,1,,,,,12.12,9.12,1,0,
CORIMINIC QR SYRUP 60ML,,,120 ML,,GLAXO TEAM II DERMA,,5,1,,,,,40,37,1,0,Buy 5 get 1
PRIMAPORE 15CM*8CM,,,120 ML,,GLAXO ENTRO PLUS TEAM I,,5,53,,,,,58.6,45.12,38.74,697.37,
SERENACE 0.2MG TAB,,,120 ML,,BAUSH & LOMB EYECARE (I) PVT LTD,,14.5,115,,,,,190,187,1,0,Buy 5 get 1
SODIUM BICARBONATE 25ML INJ,,,120 ML,,ELDER PHARMA A DIVISION,,5,53,,,,,61,58,1,0,
BENITEC H-20MG TAB,,,120ML,,ANGLO FRENCH DRUGS & INDUSTRIES,,5,57,,,,,29.03,24,1,0,
LOSTAT 50MG TAB,,,12GM,,PARAS,,5,62,,,,,60,47.62,44.29,177.16,
IBUGESIC PLUS SYP-60ML,,,13*1 ML,,ABBOTT INDIA LTD,,5,46,,,,,119.44,116.44,2,1,
GLUCOBAY-50MG,,,130ML,,TTK HEALCARE LIMITED,,5,66,,,,,37,34,1,0,Buy 5 get 1
FEBUFIX 40MG TAB,,,14'S,,TORRENT PHARMACEUTICALS LTD,,14.5,53,,,,,62.5,59.5,1,0,
FUCAN 150 MG TAB,,,14'S,,TORRENT PHARMACEUTICALS LTD,,5,1,,,,,5.05,2.05,1,0,
GVAC ENEMA,,,14'S,,USV,,5,25,,,,,11.38,8.38,1,0,
