Name,Code,Type,Unit,Description,Manufacturer,Sales Tax,PurchaseTax,StripSize,Scheduled,Strength,Category,Molecule,Mrp,Selling Price,Avg Item Cost,Stock Value@ Cost,Offer,Distributor Name
ATIVAN 2MG TAB,,,25'S,,WYETH,,14.5,1,,,,,93.75,72.19,67.14,4431.24,,SHREE PHARMA
CYSTONE,,,60'S,,ZENITH,,14.5,53,,,,,100,72.24,65.02,715.22,,SHREE PHARMA
PILEX,,,60'S,,ZENITH,,14.5,53,,,,,100,72.24,65.02,195.06,,SHREE PHARMA
VOZUCA 0.3,,,10'S,,Dr.REDDY's LABORATORIES LTD,,5,54,,,,,95.5,72.32,66.7,867.1,,SHREE PHARMA
COVERSYL 2 MG,,,10'S,,SERDIA PHARMACEUTICALS (INDIA) LTD,,5,45,,,,,94,72.35,66.56,599.04,,SHREE PHARMA
NITREST 10MG,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,1,,,,,94,72.37,67.3,1144.1,,SHREE PHARMA
NEBICARD H,,,10'S,,TORRENT PHARMACEUTICALS LTD,,5,53,,,,,94,72.37,67.3,403.8,,SHREE PHARMA
ABZORB POWDER 100GM,,,1,,RANBAXY LABORATORIES LTD,,5,1,,,,,95,72.38,62.83,628.26,,SHREE PHARMA
VOLIX M 0.2,,,10'S,,RANBAXY LABORATORIES LTD,,14.5,1,,,,,95,72.38,67.31,403.86,,SHREE PHARMA
DUVADILAN,,,50'S,,SOLVAY PHARMA INDIA PVT LTD,,5,1,,,,,95,72.38,63.95,1151.06,,SHREE PHARMA
LORAM 5,,,10'S,,UNICHEM LABORATORIES LTD,,5,86,,,,,95,72.38,67.31,605.79,,SHREE PHARMA
KENACORT INJ 40MG,,,1ML,,NICHOLAS PIRAMAL INDIA LTD,,5,53,,,,,95.6,72.84,62.55,437.82,,SHREE PHARMA
POLOCEF-100 DT,,,10'S,,ATLANTA BIOTEC,,5,60,,,,,95,72.96,65.66,9192.4,,SHREE PHARMA
NEUTON OD,,,10'S,,ARIEN LABS,,5,96,,,,,100,72.98,59.71,4896.29,,SHREE PHARMA
XYZAL M,,,10'S,,UCB INDIA PVT LTD,,5,1,,,,,95.9,73.07,67.96,1495.12,,SHREE PHARMA
DEXORANGE SYP 200 ML,,,200 ML,,FRANCO INDIAN  I,,14.5,45,,,,,94,73.09,61.64,1664.26,,SHREE PHARMA
CLOTAN CAP,,,10'S,,ELDER PHARMA B DIVISION,,5,1,,,,,96,73.14,68.02,544.16,,SHREE PHARMA
NUROKIND OD,,,20'S,,MANKIND PHARMA LTD,,5,57,,,,,96,73.14,62.35,187.06,,SHREE PHARMA
REJUNEURON OD CAP,,,10'S,,FOURRTS (INDIA) LABORATORIES PVT LTD,,5,,,,,,75.8,72.8,1,0,Buy 5 get 1,SHREE PHARMA DISTRIBUTORS
REJUNEURON PLUS INJ,,,1'S,,FOURRTS (INDIA) LABORATORIES PVT LTD,,5,1,,,,,74,71,1,0,Buy 5 get 1,SHREE PHARMA DISTRIBUTORS
ARGIN SACH,,,5 GM,,FOURTS INDIA LAB PVT LTD (SPECIA),,5,68,,,,,27,24,1,0,Buy 5 get 1,SHREE PHARMA DISTRIBUTORS
DENOSEAL 50 GM,,,,,FOURTS INDIA LAB PVT LTD (SPECIA),,5,1,,,,,42.9,39.9,1,0,Buy 5 get 1,SHREE PHARMA DISTRIBUTORS
DENOSEAL F 50 GM,,,,,FOURTS INDIA LAB PVT LTD (SPECIA),,5,,,,,,47.8,44.8,1,0,Buy 5 get 1,SHREE PHARMA DISTRIBUTORS
FERTIBEX,,,10'S,,FOURTS INDIA LAB PVT LTD (SPECIA),,5,1,,,,,26.5,23.5,1,0,,SHREE PHARMA DISTRIBUTORS
HAIRGRO,,,10'S,,FOURTS INDIA LAB PVT LTD (SPECIA),,5,1,,,,,90,87,1,0,,SHREE PHARMA DISTRIBUTORS
LETROFIL,,,5'S,,FOURTS INDIA LAB PVT LTD (SPECIA),,5,1,,,,,169,166,1,0,,SHREE PHARMA DISTRIBUTORS
NACFIL AB,,,10'S,,FOURTS INDIA LAB PVT LTD (SPECIA),,5,1,,,,,41.5,38.5,1,0,,SHREE PHARMA DISTRIBUTORS
OXERUTE CAP,,,10'S,,FOURTS INDIA LAB PVT LTD (SPECIA),,5,1,,,,,78.5,75.5,1,0,,SHREE PHARMA DISTRIBUTORS
SUCRAFIL TABLET,,,10's,,FOURTS INDIA LAB PVT LTD (SPECIA),,5,1,,,,,31,28,1,0,,SHREE PHARMA DISTRIBUTORS
UBI Q 100MG,,,10'S,,FOURTS INDIA LAB PVT LTD (SPECIA),,5,1,,,,,490,487,1,0,,SHREE PHARMA DISTRIBUTORS
UBI Q GEL 25 GM,,,25 GM,,FOURTS INDIA LAB PVT LTD (SPECIA),,5,1,,,,,55.4,52.4,1,0,,SHREE PHARMA DISTRIBUTORS
UBI Q PLUS,,,10'S,,FOURTS INDIA LAB PVT LTD (SPECIA),,5,1,,,,,196,193,1,0,,SHREE PHARMA DISTRIBUTORS
UBIPHENE,,,10'S,,FOURTS INDIA LAB PVT LTD (SPECIA),,5,1,,,,,294.4,291.4,1,0,,SHREE PHARMA DISTRIBUTORS
DEXORANGE PED SYP 30,,,,,FRANCO INDIAN  I,,14.5,45,,,,,38.05,35.05,1,0,,SHREE PHARMA DISTRIBUTORS
EVACOUL POW 75 GM,,,75 GM,,FRANCO INDIAN  I,,14.5,1,,,,,52.4,49.4,1,0,,SHREE PHARMA DISTRIBUTORS
GRILINCTUS CD SYP 100 ML,,,100 ML,,FRANCO INDIAN  I,,14.5,45,,,,,75.93,72.93,1,0,,SHREE PHARMA DISTRIBUTORS
GRILINCTUS SYP 50 ML,,,50 ML,,FRANCO INDIAN  I,,14.5,45,,,,,28,25,1,0,,SHREE PHARMA DISTRIBUTORS
MELANOCYL,,,40'S,,FRANCO INDIAN  I,,14.5,45,,,,,65.7,62.7,1,0,,SHREE PHARMA DISTRIBUTORS
MELANOCYL OINT 25 GM,,,25 GM,,FRANCO INDIAN  I,,14.5,45,,,,,41.3,38.3,1,0,,SHREE PHARMA DISTRIBUTORS
NATVIE + CAPS,,,30'S,,FRANCO INDIAN  I,,14.5,45,,,,,136.5,133.5,1,0,,SHREE PHARMA DISTRIBUTORS
NATVIE C 200 MG CAP,,,10'S,,FRANCO INDIAN  I,,14.5,45,,,,,39.95,36.95,1,0,,SHREE PHARMA DISTRIBUTORS
SURFAZ CREAM 15 GM,,,15 GM,,FRANCO INDIAN  I,,14.5,45,,,,,33.49,30.49,1,0,,SHREE PHARMA DISTRIBUTORS
BENALGIS 75 MG,,,10'S,,FRANCO INDIAN DIABETIC,,5,45,,,,,21.38,18.38,1,0,,SHREE PHARMA DISTRIBUTORS
DIAVIT PLUS CAPS,,,10'S,,FRANCO INDIAN DIABETIC,,5,45,,,,,96.59,93.59,1,0,,SHREE PHARMA DISTRIBUTORS
RELAXYL OINT 30 GM,,,30 GM,,FRANCO INDIAN III,,5,45,,,,,45.78,42.78,1,0,,SHREE PHARMA DISTRIBUTORS
STIMULIV,,,60'S,,FRANCO INDIAN III,,5,45,,,,,68.8,65.8,1,0,,SHREE PHARMA DISTRIBUTORS
STIMULIV SYP 100 ML,,,100 ML,,FRANCO INDIAN III,,5,45,,,,,67,64,1,0,,SHREE PHARMA DISTRIBUTORS
STIMULIV SYP 200 ML,,,200 ML,,FRANCO INDIAN III,,5,45,,,,,94.2,91.2,1,0,,SHREE PHARMA DISTRIBUTORS
FINATE 160,,,10'S,,FRANCO-INDIAN REMEDIES,,5,45,,,,,65,62,1,0,Buy 5 get 1,SHREE PHARMA DISTRIBUTORS
GRILINCTUS BM,,,10'S,,FRANCO-INDIAN REMEDIES,,5,45,,,,,10.37,7.37,1,0,Buy 5 get 1,SHREE PHARMA DISTRIBUTORS
NATVIE PLUS 200MG,,,10'S,,FRANCO-INDIAN REMEDIES,,5,1,,,,,45.5,42.5,1,0,Buy 5 get 1,SHREE PHARMA DISTRIBUTORS
ALASPAN,,,10'S,,FULFORD INDIA LIMITED,,5,74,,,,,83,80,1,0,Buy 5 get 1,SHREE PHARMA DISTRIBUTORS
ALASPAN AM,,,10'S,,FULFORD INDIA LIMITED,,5,69,,,,,50.75,47.75,1,0,Buy 5 get 1,SHREE PHARMA DISTRIBUTORS
ALASPAN SYP,,,60 ML,,FULFORD INDIA LIMITED,,5,69,,,,,51,48,1,0,Buy 5 get 1,SHREE PHARMA DISTRIBUTORS
DIPGENTA CREAM 20 GM,,,20 GM,,FULFORD INDIA LIMITED,,5,69,,,,,85,82,1,0,Buy 5 get 1,SHREE PHARMA DISTRIBUTORS
DIPSALIC F OINT,,,20 GM,,FULFORD INDIA LIMITED,,5,69,,,,,107,104,1,0,Buy 5 get 1,SHREE PHARMA DISTRIBUTORS
ELOCON LOTION,,,5 ML,,FULFORD INDIA LIMITED,,5,69,,,,,82.3,79.3,1,0,Buy 5 get 1,SHREE PHARMA DISTRIBUTORS
POLARAMINE 2MG,,,10'S,,FULFORD INDIA LIMITED,,5,53,,,,,14.7,11.7,1,0,Buy 5 get 1,SHREE SWAMY PHARMA
POLARAMINE SYP,,,60 ML,,FULFORD INDIA LIMITED,,5,69,,,,,33.25,30.25,1,0,Buy 5 get 1,SHREE SWAMY PHARMA
ADAFERIN GEL 15,,,15 GM,,GALDERMA INDIA PVT LTD,,5,98,,,,,200,197,1,0,Buy 5 get 1,SHREE SWAMY PHARMA
ARCOLANE SCALP SOL,,,,,GALDERMA INDIA PVT LTD,,5,98,,,,,217.9,214.9,1,0,,SHREE SWAMY PHARMA
CETAPHIL BAR 75,,,75 GM,,GALDERMA INDIA PVT LTD,,5,98,,,,,125,122,1,0,,SHREE SWAMY PHARMA
CETAPHIL DAM,,,100 ML,,GALDERMA INDIA PVT LTD,,5,98,,,,,120,117,1,0,,SHREE SWAMY PHARMA
CETAPHIL MOIST CRM,,,80 GM,,GALDERMA INDIA PVT LTD,,5,98,,,,,260,257,1,0,,SHREE SWAMY PHARMA
CLINDAC A GEL 15,,,15 GM,,GALDERMA INDIA PVT LTD,,5,98,,,,,105,102,1,0,,SHREE SWAMY PHARMA
CLINDAC A SOLUTION,,,25 ML,,GALDERMA INDIA PVT LTD,,5,98,,,,,143.75,140.75,1,0,,SHREE SWAMY PHARMA
DESOWEN CREAM,,,10GM,,GALDERMA INDIA PVT LTD,,5,98,,,,,106,103,1,0,,SHREE SWAMY PHARMA
SOAPEX BAR 75,,,75 GM,,GALDERMA INDIA PVT LTD,,5,98,,,,,86,83,1,0,,SHREE SWAMY PHARMA
MULTIGATES SYRUP,,,150ML,,GATES BYBY PHARMA,,5,73,,,,,96,93,1,0,,SHREE SWAMY PHARMA
OMEGATES,,,10'S,,GATES BYBY PHARMA,,5,10,,,,,45,42,1,0,,SHREE SWAMY PHARMA
SAFI SYP 500,,,500 ML,,GEN,,5,88,,,,,152,149,1,0,,SHREE SWAMY PHARMA
STAMINA OD,,,15'S,,GEN,,5,75,,,,,101.25,98.25,1,0,,SHREE SWAMY PHARMA
ZOBONE 5,,,,,SUN PHARMACEUTICALS INDUSTRIES LTD,,14.5,1,,,,,2680,2677,1,0,,SHREE SWAMY PHARMA
DROXYL 250 DT,,,10'S,,TORRENT PHARMACEUTICALS LTD,,5,25,,,,,19.68,16.68,1,0,,SHREE SWAMY PHARMA
ENSELIN 2,,,10'S,,TORRENT PHARMACEUTICALS LTD,,5,25,,,,,50.5,47.5,1,0,,SHREE SWAMY PHARMA
TOPCEFF INSTA,,,,,TORRENT PHARMACEUTICALS LTD,,5,25,,,,,48,45,1,0,,SHREE SWAMY PHARMA
RUMEX FORTE TAB,,,10'S,,UNI-LABS (INDIA) PVT LTD,,5,10,,,,,20.05,17.05,1,0,,SHREE SWAMY PHARMA
ZOSTA 10,,,10'S,,USV,,5,25,,,,,92.75,89.75,1,0,,SHREE SWAMY PHARMA
GENTICYN E/E DROPS,,,10 ML,,ABBOTT INDIA LTD,,14.5,45,,,,,9.96,6.96,7.2,367.11,,SHREE SWAMY PHARMA
DUOLIN RESPULES 2.5ML,,,1'S,,CIPLA LTD,,5,45,,,,,10.59,8.15,7.54,301.6,,SHREE SWAMY PHARMA
EUGLUCON **,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,10.71,8.16,7.51,578.27,,SHREE SWAMY PHARMA
DULCOFLEX TAB,,,10'S,,BOEHRINGER INGELHEIM,,14.5,86,,,,,10.83,8.25,6.85,1273.68,,SHREE SWAMY PHARMA
ALZOLAM 0.25,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,1,,,,,10.72,8.25,7.66,45.98,,SHREE SWAMY PHARMA
GLYNASE XL 10,,,10'S,,USV,,5,25,,,,,12.52,9.63,8.96,179.2,Buy 5 get 1,SHREE SWAMY PHARMA
BRUFFEN 401,,,16'S,,ABBOTT INDIA LTD,,5,26,,,,,12.24,9.64,9.03,177.61,Buy 5 get 1,SHREE SWAMY PHARMA
BRUFFEN 401,,,16'S,,ABBOTT INDIA LTD,,5,26,,,,,12.24,9.64,9.03,177.61,Buy 5 get 1,SHREE SWAMY PHARMA
AMODEP,,,14'S,,FDC LIMITED,,5,69,,,,,12.2,9.68,8.91,356.4,Buy 5 get 1,SHREE SWAMY PHARMA
NOVOFINE NEEDLE **,,,1'S,,NOVO NORDISK PHARMA INDIA LTD,,5,25,,,,,11.57,9.7,9.07,2258.43,Buy 5 get 1,SHREE SWAMY PHARMA
NIFIDINE 10 MG **,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,11.87,9.75,9.17,91.7,Buy 5 get 1,SHREE SWAMY PHARMA
METROGYL 400,,,15'S,,UNIQUE PHARMACEUTICALS LABS LTD,,5,56,,,,,12.29,10.09,9.28,213.44,Buy 5 get 1,SHREE SWAMY PHARMA
CALCIGARD 10 MG,,,10'S,,TORRENT PHARMACEUTICALS LTD,,5,25,,,,,13.13,10.11,9.4,94,Buy 5 get 1,SHREE SWAMY PHARMA
XMET 250 MG,,,15'S,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,13.4,10.21,9.39,244.14,Buy 5 get 1,SHREE SWAMY PHARMA
DIGINE TAB (O),,,13'S,,ABBOTT INDIA LTD,,5,26,,,,,12.99,10.23,9.18,181.03,Buy 5 get 1,SHREE SWAMY PHARMA
DIGINE TAB (O),,,13'S,,ABBOTT INDIA LTD,,5,26,,,,,12.99,10.23,9.18,181.03,Buy 5 get 1,SHREE SWAMY PHARMA
GLIFIL M,,,10'S,,FOURRTS (INDIA) LABORATORIES PVT LTD,,14.5,1,,,,,14.7,11.2,9.47,94.69,,SHREE SWAMY PHARMA
EOFIL,,,10'S,,FOURRTS (INDIA) LABORATORIES PVT LTD,,14.5,1,,,,,14.7,11.32,8.93,133.99,,SHREE SWAMY PHARMA
BRUFFEN 600,,,15'S,,ABBOTT INDIA LTD,,5,25,,,,,13.68,11.5,1,0,,SHREE SWAMY PHARMA
PARKIN,,,10'S,,MICRO LABS LTD (INDIA),,5,1,,,,,15.15,11.54,10.62,138.06,,SHREE SWAMY PHARMA
BECOZYM C FORTE **,,,15'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,14.18,11.55,10.64,1053.14,,SHREE SWAMY PHARMA
LOSTAT 25 MG,,,10'S,,BLUE CROSS LABORATORIES LTD,,14.5,1,,,,,15.5,11.93,11.09,155.26,,SHREE SWAMY PHARMA
CARBOPHAGE XR 500,,,10'S,,MERCK LIMITED,,5,25,,,,,16.38,12.62,11.74,258.28,Buy 5 get 1,SHREE SWAMY PHARMA
RESTYL 0.25 MG,,,15'S,,CIPLA LTD,,5,45,,,,,16.66,12.69,11.8,649,Buy 5 get 1,SHREE SWAMY PHARMA
FORISTAL,,,10'S,,NOVARTIS (INDIA) LTD,,5,75,,,,,23.04,17.56,16.16,16.16,,SHREE SWAMY PHARMA
TAXIM 500 MG INJ 5 ML **,,,2'S,,ALKEM LABORATORIES LTD,,5,2,,,,,22.05,17.98,15.06,268.13,,SHREE SWAMY PHARMA
DUCAINE TAB,,,10'S,,SKN ORGANICS (P) LTD,,5,55,,,,,27.5,19.17,16.03,256.53,,SHREE SWAMY PHARMA
TENORMIN 25,,,14'S,,PIRAMAL HEALTHCARE LTD,,5,53,,,,,25.48,19.41,17.86,142.88,,SHREE SWAMY PHARMA
A TO Z NS DROPS 15 ML,,,16 ML,,ALKEM LABORATORIES LTD,,5,2,,,,,28.5,20.21,18.87,18.87,Buy 5 get 1,SHREE SWAMY PHARMA
TELVAS 20,,,10'S,,ARISTO PHARMACEUTICALS LTD,,5,25,,,,,26.47,20.37,18.94,227.28,Buy 5 get 1,SHREE SWAMY PHARMA
LOSTAT 50 MG,,,10'S,,BLUE CROSS LABORATORIES LTD,,14.5,1,,,,,26.5,20.4,18.97,94.85,Buy 5 get 1,SHREE SWAMY PHARMA
EVION LC .,,,10'S,,MERCK LIMITED,,5,25,,,,,26.7,20.55,19.11,267.54,Buy 5 get 1,SHREE SWAMY PHARMA
ALERID D,,,10'S,,CIPLA LTD,,5,45,,,,,27.3,20.8,7.74,7.74,Buy 5 get 1,SHREE SWAMY PHARMA
REPACE 25MG,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,1,,,,,27.9,21.48,19.98,79.92,Buy 10 get 1,SHREE SWAMY PHARMA
MEFTAL 500 MG,,,10'S,,BLUE CROSS LABORATORIES LTD,,14.5,1,,,,,28,21.56,19.84,238.08,Buy 10 get 1,SHREE SWAMY PHARMA
TONACT ASP 75,,,15'S,,LUPIN LABORATORIES LTD,,5,86,,,,,27,21.6,20.09,100.45,Buy 10 get 1,SHREE SWAMY PHARMA
OMNACORTIL SOLN .,,,60ML,,MACLEODS PHARMACEUTICALS PVT LTD,,5,45,,,,,28.3,21.79,20.26,283.64,Buy 10 get 1,SHREE SWAMY PHARMA
AVOMINE 25,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,53,,,,,27.79,22.18,18.55,519.5,Buy 10 get 1,SHREE SWAMY PHARMA
TAZY 100 SUS,,,15ML,,ATLANTA BIOTEC,,5,60,,,,,29,22.27,20.04,2845.68,Buy 10 get 1,SHREE SWAMY PHARMA
DOLO COLD NEW,,,10'S,,MICRO LABS LTD (INDIA),,5,1,,,,,29.5,22.71,14.92,149.24,Buy 10 get 1,SHREE SWAMY PHARMA
ENAM 2.5,,,15'S,,Dr.REDDY's LABORATORIES LTD,,5,54,,,,,28,23.26,20.13,60.38,Buy 5 get 1,SHREE SWAMY PHARMA
ALDACTONE 25MG,,,15'S,,RPG LIFE SCIENCES LTD,,5,69,,,,,30.5,23.48,21.84,240.24,Buy 5 get 1,SHREE SWAMY PHARMA
STRESNIL 0.5MG,,,10'S,,ARISTO PHARMACEUTICALS LTD,,5,25,,,,,30.95,23.83,22.16,554,Buy 5 get 1,SHREE SWAMY PHARMA
THEO ASTHALIN SYRUP 100ML,,,100 ML,,CIPLA LTD,,5,45,,,,,30.96,23.84,22.17,576.42,Buy 5 get 1,SHREE SWAMY PHARMA
DEPLATT A 75 GM,,,10'S,,TORRENT PHARMACEUTICALS LTD,,5,53,,,,,31,23.86,21.95,1360.9,Buy 5 get 1,SHREE SWAMY PHARMA
NUROKIND 500,,,10'S,,MANKIND PHARMA LTD,,5,57,,,,,32.4,24.69,21.05,336.77,Buy 5 get 1,SHREE SWAMY PHARMA
OLEANZ 5MG .,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,1,,,,,32.37,24.92,23.18,92.72,Buy 5 get 1,SHREE SWAMY PHARMA
CALPOL 120MG SUS,,,60ML,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,1,,,,,32.75,25.21,21.26,148.82,Buy 5 get 1,SHREE SWAMY PHARMA
ATEN 50,,,14'S,,ZYDUS CADILA HEALTHCARE LTD,,5,53,,,,,32.35,25.61,23.61,3517.52,Buy 5 get 1,SHREE SWAMY PHARMA
DOLO 650,,,15'S,,MICRO LABS LTD (INDIA),,5,53,,,,,33.5,25.79,19.91,11070.79,Buy 5 get 1,SHREE SWAMY PHARMA
ALPRAX 0.5 MG,,,15'S,,TORRENT PHARMACEUTICALS LTD,,14.5,25,,,,,33.65,25.91,23.84,1096.64,Buy 5 get 1,SHREE SWAMY PHARMA
GLIMISAVE M1,,,15'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,75,57.73,53.69,1288.56,,SHREE SWAMY PHARMA
COMPLETE TD,,,10'S,,ORDAIN HEALTH CARE,,5,74,,,,,75.3,57.98,53.34,1600.2,,SHREE SWAMY PHARMA
ETOSHINE 60MG,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,1,,,,,76,58.52,54.13,378.91,Buy 10 get 1,SHREE SWAMY PHARMA
LOTENSYL AT,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,1,,,,,78.5,58.52,53.84,161.52,Buy 10 get 1,SHREE SWAMY PHARMA
ERITEL 40,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,77,58.67,53.98,431.84,Buy 10 get 1,SHREE SWAMY PHARMA
PILANTS,,,10'S,,UNI-LABS (INDIA) PVT LTD,,5,10,,,,,75.75,62.83,52.94,847.1,,SHREE SWAMY PHARMA
DIGINE MINT GEL 170 ML,,,171 ML,,ABBOTT INDIA LTD,,5,26,,,,,83,64.13,53.27,941.89,Buy 10 get 1,SHREE SWAMY PHARMA
DIGINE MINT GEL 170 ML,,,171 ML,,ABBOTT INDIA LTD,,5,26,,,,,83,64.13,53.27,941.89,,SHREE SWAMY PHARMA
CEDON 200 MG,,,10'S,,BLUE CROSS LABORATORIES LTD,,14.5,,,,,,30,26,,,Buy 10 get 2,SHREE SWAMY PHARMA
CEDON DROPS 10ML,,,10 ML,,BLUE CROSS LABORATORIES LTD,,14.5,,,,,,30,26,,,Buy 10 get 2,SHREE SWAMY PHARMA
CEDON DRY SYP 30 ML,,,30 ML,,BLUE CROSS LABORATORIES LTD,,14.5,,,,,,30,26,,,Buy 3 get 1,SHREE SWAMY PHARMA
DICLOTOL DT,,,10'S,,BLUE CROSS LABORATORIES LTD,,14.5,,,,,,30,26,,,Buy 3 get 1,SHREE SWAMY PHARMA
DICLOTOL FORTE,,,10'S,,BLUE CROSS LABORATORIES LTD,,14.5,,,,,,30,26,,,Buy 3 get 1,SHREE SWAMY PHARMA
DICLOTOL GEL 30 ML,,,30 ML,,BLUE CROSS LABORATORIES LTD,,14.5,,,,,,30,26,,,Buy 3 get 1,SHREE SWAMY PHARMA
EXTACEF 200 MG DT,,,10'S,,BLUE CROSS LABORATORIES LTD,,14.5,,,,,,30,26,,,Buy 3 get 1,SHREE SWAMY PHARMA
EXTACEF 250 MG INJ,,,,,BLUE CROSS LABORATORIES LTD,,14.5,,,,,,30,26,,,Buy 3 get 1,SHREE SWAMY PHARMA
EXTACEF ORAL DROPS,,,,,BLUE CROSS LABORATORIES LTD,,14.5,,,,,,30,26,,,Buy 3 get 1,SHREE SWAMY PHARMA
EXTACEF P DRY SYP 30 ML,,,30 ML,,BLUE CROSS LABORATORIES LTD,,14.5,,,,,,30,26,,,Buy 3 get 1,SHREE SWAMY PHARMA
EXTACEF-I 1 GM INJ,,,10'S,,BLUE CROSS LABORATORIES LTD,,14.5,,,,,,30,26,,,Buy 3 get 1,SHREE SWAMY PHARMA
EXTACEF-XL 1.5 G INJ,,,1'S,,BLUE CROSS LABORATORIES LTD,,14.5,,,,,,30,26,,,Buy 3 get 1,SHREE SWAMY PHARMA
K-PIO GM 2,,,1'S,,BLUE CROSS LABORATORIES LTD,,14.5,,,,,,30,26,,,Buy 3 get 1,SHREE SWAMY PHARMA
ACILOC 300 MG,,,15'S,,CADILA PHARMACEUTICALS LIMITED,,14.5,,,,,,30,26,,,Buy 10 get 1,SHREE SWAMY PHARMA
LANCUS 30 MG,,,10'S,,CADILA PHARMACEUTICALS LIMITED,,5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
ACINIL,,,170 ML,,CITADEL,,5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
ACINIL - O,,,120 ML,,CITADEL,,5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
BECELAC,,,10'S,,Dr.REDDY's LABORATORIES LTD,,5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
RIFLUX,,,10'S,,Dr.REDDY's LABORATORIES LTD,,5,54,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
SALUTYL CREAM 20 GM,,,20 GM,,ELDER ADEVENTS,,14.5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
XENAR CR,,,6'S,,ELDER ADEVENTS,,14.5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
GASTROMAX,,,170 ML,,ELDER PHARMACEUTICALS PVT LTD,,5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
ZOMITAC - DSR,,,10'S,,EMCURE PHARMACEUTICALS LTD,,5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
ACTO PRED 1000 MG INJ,,,1000 MG,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
ACTO PRED 16 MG,,,10'S,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
CALCIPURE SAC,,,15'S,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 3 get 1,SHREE SWAMY PHARMA
GESTONE 50 MG INJ,,,,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
GITRAK 50 MG,,,10'S,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
GONAPEPTYL INJ 5 ML,,,,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
KORAGON 5000 IU,,,,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
MENOGON 75 IU INJ,,,,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
MENOPUR 75 IU INJ,,,,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
MINIRIN 0.2 MG,,,30'S,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 10 get 1,SHREE SWAMY PHARMA
NEWPAN 40 INJ,,,,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 10 get 2,SHREE SWAMY PHARMA
PARTOCON CAP,,,,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 3 get 1,SHREE SWAMY PHARMA
TRYPTOMER 25 MG **,,,15'S,,WOCKHARDT LIMITED,,5,45,,,,,35.4,29.07,26.74,615.02,,SHRI JAYANTHI ENTERPRISES
IOBET E/D .,,,5 ML,,FDC LIMITED,,5,69,,,,,36.65,29.08,26.75,267.5,,SHRI JAYANTHI ENTERPRISES
NITRAVET 5MG,,,15'S,,ANGLO FRENCH DRUGS & INDUSTRIES,,5,57,,,,,37.92,29.18,26.6,265.96,,SHRI JAYANTHI ENTERPRISES
PRANDIAL 0.2,,,10'S,,CIPLA LTD,,5,45,,,,,38,29.25,27.06,216.48,,SHRI JAYANTHI ENTERPRISES
QUTIPIN 25,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,1,,,,,38,29.26,27.21,108.84,,SHRI JAYANTHI ENTERPRISES
